2025-07-24 10:58:01,987 INFO  Google_Search_001 - URL Entered
2025-07-24 10:58:22,128 INFO  Google_Search_001 - 2025.07.24.10.57.58 - Excel file created successfully!
2025-07-24 10:58:22,162 INFO  Google_Search_001 - Total Link Count is - 14
2025-07-24 10:58:22,353 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-melify-4209640355
2025-07-24 10:58:22,413 INFO  Google_Search_001 - Data written at row index: 0
2025-07-24 10:58:22,497 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-jj-provides-4251100243
2025-07-24 10:58:22,542 INFO  Google_Search_001 - Data written at row index: 1
2025-07-24 10:58:22,621 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-innserve-ltd-4168048332
2025-07-24 10:58:22,659 INFO  Google_Search_001 - Data written at row index: 2
2025-07-24 10:58:22,731 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-wi-fi-networks-at-braintrust-4262372443
2025-07-24 10:58:22,765 INFO  Google_Search_001 - Data written at row index: 3
2025-07-24 10:58:22,842 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-frenzi-app-4253299259
2025-07-24 10:58:22,892 INFO  Google_Search_001 - Data written at row index: 4
2025-07-24 10:58:22,957 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-hackajob-4251817513
2025-07-24 10:58:22,996 INFO  Google_Search_001 - Data written at row index: 5
2025-07-24 10:58:23,060 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-healf-4224239035
2025-07-24 10:58:23,095 INFO  Google_Search_001 - Data written at row index: 6
2025-07-24 10:58:23,176 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-gmax-trackstars-athletics-club-4269897971
2025-07-24 10:58:23,224 INFO  Google_Search_001 - Data written at row index: 7
2025-07-24 10:58:23,285 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-at-golfa-4225991143
2025-07-24 10:58:23,327 INFO  Google_Search_001 - Data written at row index: 8
2025-07-24 10:58:23,441 INFO  Google_Search_001 - Data Written in Mastersheet - https://uk.linkedin.com/jobs/view/app-developer-flutter-desktop-mobile-at-bedfont-scientific-ltd-4240531226
2025-07-24 10:58:23,554 INFO  Google_Search_001 - Data written at row index: 9
2025-07-24 10:58:23,695 INFO  Google_Search_001 - Data Written in Mastersheet - https://www.vegait.co.uk/software-solutions/software-development-agency
2025-07-24 10:58:23,752 INFO  Google_Search_001 - Data written at row index: 10
2025-07-24 10:58:23,862 INFO  Google_Search_001 - Data Written in Mastersheet - https://www.vegait.co.uk/what-we-do/mobile-apps-development
2025-07-24 10:58:23,927 INFO  Google_Search_001 - Data written at row index: 11
2025-07-24 10:58:24,045 INFO  Google_Search_001 - Data Written in Mastersheet - https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChsSEwjd2cPV4dSOAxVvE4MDHVFdLEMYACICCAIQAhoCc2Y&ae=2&aspm=1&co=1&ase=2&gclid=EAIaIQobChMI3dnD1eHUjgMVbxODAx1RXSxDEAMYASACEgKUDfD_BwE&ohost=www.google.com&cid=CAASJeRoYJQJuOJ1FbfVkxWawO_yIpvSiekCnBgZgAMtDeoVBufHfnc&category=acrcp_v1_43&sig=AOD64_0OTTrJiXg54ne8VvzHWPpdkOa_FA&adurl=&q=
2025-07-24 10:58:24,094 INFO  Google_Search_001 - Data written at row index: 12
2025-07-24 10:58:24,224 INFO  Google_Search_001 - Data Written in Mastersheet - https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChsSEwjd2cPV4dSOAxVvE4MDHVFdLEMYACICCAIQAxoCc2Y&ae=2&aspm=1&co=1&ase=2&gclid=EAIaIQobChMI3dnD1eHUjgMVbxODAx1RXSxDEAMYASADEgIA0vD_BwE&ohost=www.google.com&cid=CAASJeRoYJQJuOJ1FbfVkxWawO_yIpvSiekCnBgZgAMtDeoVBufHfnc&category=acrcp_v1_43&sig=AOD64_3ms0bDxUlQWlBqAM0pG435QtSIrg&adurl=&q=
2025-07-24 10:58:24,262 INFO  Google_Search_001 - Data written at row index: 13
2025-07-24 10:58:25,836 INFO  Google_Search_001 - Total Link Count is - 14
2025-07-24 10:58:25,882 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:25,942 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:25,996 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,050 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,111 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,167 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,224 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,278 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,326 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,398 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,473 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,550 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
2025-07-24 10:58:26,601 INFO  Google_Search_001 - Duplicate entry in the Mastersheet
